24 .89067370000000000000
1024 19.58425310000000000000
2024 60.36474600000000000000
3024 118.75510250000000000000
4024 191.06718740000000000000
5024 299.37377940000000000000
6024 409.48688980000000000000
7024 543.56943340000000000000
8024 688.91145020000000000000
9024 867.75161130000000000000
10024 1039.96157230000000000000
11024 1263.30715330000000000000
12024 1442.75393070000000000000
13024 1683.48730470000000000000
14024 1920.74772950000000000000
15024 2195.14982910000000000000
16024 2462.27778330000000000000
17024 2776.11176770000000000000
18024 3109.47351080000000000000
19024 3444.90222160000000000000
20024 3781.41672360000000000000
21024 4170.44060070000000000000
22024 4533.99077150000000000000
23024 4972.83364260000000000000
24024 5407.30610360000000000000
25024 5900.27705060000000000000
26024 6378.57480470000000000000
27024 6874.07517100000000000000
28024 7375.70397950000000000000
29024 7952.85686040000000000000
30024 8481.78415530000000000000
31024 9033.12980950000000000000
32024 9776.86237790000000000000
