10 0.382812
1010 22.928955
2010 62.595215
3010 145.031006
4010 233.036133
5010 383.049072
6010 537.212891
7010 676.629883
8010 798.604980
9010 1058.615967
10010 1473.841064
11010 1598.646973
12010 1804.218994
13010 2052.729004
14010 2379.066162
15010 2784.936035
16010 3226.634033
17010 3503.218018
18010 4050.797852
19010 4408.666992
20010 4940.150146
21010 5509.699951
22010 6021.929199
23010 6586.732910
24010 7227.268066
25010 7845.979980
26010 8451.524170
27010 9045.489990
28010 9854.406982
29010 10569.709961
30010 11341.488037
31010 11889.772949
32010 12822.500977
33010 13748.785889
34010 14664.438965
35010 15334.897217
36010 16344.654785
37010 17382.440918
38010 17041.790039
39010 18884.348145
