24 3.21738280000000000000
1024 115.47910160000000000000
2024 353.21262220000000000000
3024 572.78261720000000000000
4024 790.28388660000000000000
5024 1112.05864260000000000000
6024 1459.46889650000000000000
7024 1772.34296870000000000000
8024 2179.79052730000000000000
9024 3068.24248050000000000000
10024 3572.46005860000000000000
11024 4189.00346700000000000000
12024 4731.22014170000000000000
13024 5548.15092780000000000000
14024 6120.98493660000000000000
15024 6824.93825690000000000000
16024 7769.58723150000000000000
17024 8889.26931160000000000000
18024 9542.34377440000000000000
19024 10702.25800770000000000000
20024 11807.70988770000000000000
21024 13135.28146980000000000000
22024 14725.93193360000000000000
23024 15282.60944820000000000000
24024 17132.28281240000000000000
25024 18485.52817380000000000000
26024 20186.18027350000000000000
27024 22130.42746570000000000000
28024 23534.34106450000000000000
29024 25646.39150390000000000000
30024 27857.14719230000000000000
31024 29546.09306650000000000000
32024 32270.84028320000000000000
