24 1.03500960000000000000
1024 31.78088360000000000000
2024 72.71230470000000000000
3024 119.28876970000000000000
4024 188.73754870000000000000
5024 252.04536130000000000000
6024 324.93420420000000000000
7024 395.07045890000000000000
8024 479.59060070000000000000
9024 567.87231450000000000000
10024 659.60639640000000000000
11024 758.79812010000000000000
12024 869.32548830000000000000
13024 993.82875970000000000000
14024 1144.79921880000000000000
15024 1283.53928210000000000000
16024 1431.71516090000000000000
17024 1590.21159660000000000000
18024 1759.04404290000000000000
19024 1918.21923820000000000000
20024 2127.46630840000000000000
21024 2279.59257810000000000000
22024 2481.35493190000000000000
23024 2695.95439460000000000000
24024 2896.92836900000000000000
25024 3111.99758290000000000000
26024 3301.30830090000000000000
27024 3541.92011710000000000000
28024 3758.56369620000000000000
29024 3972.42683110000000000000
30024 4201.98647460000000000000
31024 4459.86213380000000000000
32024 4682.89931640000000000000
