10 1.251953
1010 58.196045
2010 85.147949
3010 160.354980
4010 247.767090
5010 368.544922
6010 487.782959
7010 660.624023
8010 843.420898
9010 1021.669922
10010 1246.121826
11010 1476.843018
12010 1668.448975
13010 1991.445068
14010 2246.119141
15010 2544.258057
16010 2914.998047
17010 3198.083008
18010 3581.386963
19010 3990.968994
20010 4333.917969
21010 4828.437012
22010 5280.260986
23010 6262.834961
24010 6131.800049
25010 6559.080078
26010 7196.041992
27010 7628.417969
28010 8295.897217
29010 8984.073975
30010 9428.600098
31010 9992.002197
32010 10674.625977
33010 11278.075928
34010 12035.938965
35010 12600.400879
36010 13421.708008
37010 14123.884033
38010 15309.124023
39010 21157.013184
