24 3.43178690000000000000
1024 87.54482430000000000000
2024 223.54956060000000000000
3024 282.82319340000000000000
4024 390.51452630000000000000
5024 495.99868180000000000000
6024 621.22963870000000000000
7024 746.84099130000000000000
8024 1005.60646980000000000000
9024 1021.70319840000000000000
10024 1392.83078600000000000000
11024 1313.72485350000000000000
12024 1465.88552250000000000000
13024 1918.88764660000000000000
14024 1984.75717780000000000000
15024 1971.92846670000000000000
16024 2124.92734370000000000000
17024 2323.31850590000000000000
18024 2711.56896980000000000000
19024 2754.22341310000000000000
20024 3037.07041020000000000000
21024 3283.16267090000000000000
22024 3596.16259780000000000000
23024 3918.74335950000000000000
24024 4207.14018550000000000000
25024 4513.54963400000000000000
26024 4841.81557620000000000000
27024 5199.51542970000000000000
28024 6073.35429680000000000000
29024 5973.06972670000000000000
30024 6375.80537120000000000000
31024 6831.59477530000000000000
32024 7245.47617180000000000000
