10 .34050
1010 26.224
2010 70.223
3010 139.00
4010 234.31
5010 354.35
6010 497.06
7010 672.96
8010 871.16
9010 1105.4
10010 1334.7
11010 1625.3
12010 1920.6
13010 2279.6
14010 2660.0
15010 3053.8
16010 3562.6
17010 3921.8
18010 4488.7
19010 4978.6
20010 5493.9
21010 6263.2
22010 6898.4
23010 7442.8
24010 8064.2
25010 8761.0
26010 9609.5
27010 10306.
28010 11114.
29010 11900.
30010 12849.
31010 13572.
32010 14540.
33010 15421.
34010 16325.
35010 17339.
36010 18441.
37010 19220.
38010 20353.
39010 21551.
