24 .60007330000000000000
1024 9.14267580000000000000
2024 31.86245110000000000000
3024 68.94753430000000000000
4024 117.73227550000000000000
5024 180.91064450000000000000
6024 255.41813960000000000000
7024 344.96906750000000000000
8024 448.59130870000000000000
9024 568.27734380000000000000
10024 699.52348620000000000000
11024 844.39084460000000000000
12024 992.55837400000000000000
13024 1168.31540530000000000000
14024 1343.42414550000000000000
15024 1546.46743170000000000000
16024 1735.15646980000000000000
17024 1978.87143540000000000000
18024 2206.30314950000000000000
19024 2453.28161620000000000000
20024 2698.84057600000000000000
21024 2980.05178210000000000000
22024 3246.98862310000000000000
23024 3542.44011230000000000000
24024 3821.78867200000000000000
25024 4146.05324720000000000000
26024 4452.98581560000000000000
27024 4814.11330570000000000000
28024 5173.19770500000000000000
29024 5554.60102540000000000000
30024 5921.99301770000000000000
31024 6330.58681630000000000000
32024 6711.70070800000000000000
