24 .65302740000000000000
1024 12.28584000000000000000
2024 48.32900380000000000000
3024 100.42338880000000000000
4024 168.83876960000000000000
5024 260.77983400000000000000
6024 375.32514640000000000000
7024 500.45024420000000000000
8024 645.66679700000000000000
9024 828.89741200000000000000
10024 1009.04985360000000000000
11024 1246.71997040000000000000
12024 1584.35288080000000000000
13024 1741.28837860000000000000
14024 1947.87382800000000000000
15024 2240.57031240000000000000
16024 2524.51953120000000000000
17024 2869.44409180000000000000
18024 3203.47294920000000000000
19024 3569.33632800000000000000
20024 3942.34521480000000000000
21024 4343.92480480000000000000
22024 4738.98916020000000000000
23024 5181.57963860000000000000
24024 5598.26079080000000000000
25024 6079.07392560000000000000
26024 6555.78203140000000000000
27024 7109.55063480000000000000
28024 7591.49340800000000000000
29024 8145.83232440000000000000
30024 8674.22309560000000000000
31024 9302.45576160000000000000
32024 9870.25937480000000000000
