10 1.229980
1010 84.457031
2010 187.305176
3010 318.532959
4010 454.434082
5010 609.216064
6010 763.473877
7010 989.657959
8010 1200.390869
9010 2662.462158
10010 1777.439941
11010 2028.134033
12010 2336.002930
13010 2722.443848
14010 3060.854004
15010 3452.551025
16010 3940.834961
17010 4286.112061
18010 4812.695801
19010 5437.995850
20010 6004.814209
21010 6718.478027
22010 7346.825195
23010 8102.952148
24010 8679.699951
25010 9410.543945
26010 10229.770996
27010 10887.897949
28010 11879.439941
29010 12628.245117
30010 13455.224121
31010 14257.177979
32010 15244.364014
33010 16072.627930
34010 16963.088135
35010 17819.042969
36010 18979.697998
37010 19745.062012
38010 21005.996826
39010 169209.735107
