24 1.45615240000000000000
1024 42.71000980000000000000
2024 102.65932620000000000000
3024 174.74218740000000000000
4024 259.28061540000000000000
5024 360.61157220000000000000
6024 478.74760740000000000000
7024 605.55185560000000000000
8024 745.84360340000000000000
9024 898.82827160000000000000
10024 1064.48598640000000000000
11024 1253.50190440000000000000
12024 1432.32827140000000000000
13024 1639.08305660000000000000
14024 1848.74160160000000000000
15024 2087.55898440000000000000
16024 2304.18671900000000000000
17024 2581.40664060000000000000
18024 2846.93574220000000000000
19024 3127.33076180000000000000
20024 3409.50581080000000000000
21024 3713.28398460000000000000
22024 4032.17876000000000000000
23024 4358.61176760000000000000
24024 4669.51337900000000000000
25024 4998.24741200000000000000
26024 5358.49545900000000000000
27024 5781.01523460000000000000
28024 6147.27158220000000000000
29024 6581.05322280000000000000
30024 7022.56293920000000000000
31024 7387.23579120000000000000
32024 7873.35659180000000000000
